"All Establishment Details"
"February 2017"
"Report Date: 05/05/2017 11:07 AM",
"Establishment","License Number","Municipality","VGT Count","Amount Played","Amount Won","Net Wager","Funds In","Funds Out","NTI","NTI Tax Rate (30%)","State Share","Municipality Share",
"Lunchbox Cafe Inc.","140703556","La Salle","4","98793.3800","91206.1300","7587.2500","33306.0000","25718.7500","7587.2500","2276.1800","1896.8100","379.3700",
"Luther B. Easley Post No. 128 American Legion","160903132","Salem","4","41228.1800","38297.6300","2930.5500","11797.0000","8866.4500","2930.5500","879.1300","732.6100","146.5200",
"LYNNCORYAN MANAGEMENT, INC.","160701482","Crystal Lake","3","93192.1800","82581.9100","10610.2700","31686.0000","21075.6400","10610.3600","3183.1200","2652.6000","530.5200",
"Lynwood Bowl LLC","120700392","Lynwood","5","335958.0200","307670.9200","28287.1000","99823.0000","71535.9000","28287.1000","8486.1400","7071.7900","1414.3500",
"LYNWOOD TAP, LLC","120703367","Lynwood","5","811044.3700","744212.7800","66831.5900","236799.0000","169967.4100","66831.5900","20049.4600","16707.8900","3341.5700",
"Lyon Tree, Inc.","130706018","Cary","5","202259.6100","178767.5800","23492.0300","59832.0000","36339.9700","23492.0300","7047.6900","5873.0800","1174.6100",
"LZG ENTERPRISES INC.","150702426","Swansea","4","115449.8500","108091.2200","7358.6300","30982.0000","23623.3700","7358.6300","2207.6100","1839.6700","367.9400",
"LZMZ PROPERTIES INC.","150701346","Quincy","2","205586.8700","191138.3900","14448.4800","58009.0000","43560.5200","14448.4800","4334.5400","3612.1200","722.4200",
"M & F Binding Co.","120700688","Polo","4","44388.2300","39029.1300","5359.1000","16535.0000","11175.9000","5359.1000","1607.7600","1339.8000","267.9600",
"M & G'S BROADWAY TAP, INC.","130704783","Hamilton","4","228458.2400","211766.0600","16692.1800","84897.0000","68204.8200","16692.1800","5007.7000","4173.0800","834.6200",
"M & L GAMING OF MIDLOTHIAN INC.","160704014","Midlothian","5","58.7700","91.4600","-32.6900","53.0000","85.6900","-32.6900","-9.8000","-8.1700","-1.6300",
"M & M Brothers of Lake County, Inc.","120710294","Fox Lake","3","55218.6500","49166.5200","6052.1300","20381.0000","14328.8700","6052.1300","1815.6700","1513.0600","302.6100",
"M & M Service Company","121006065","Litchfield","5","536626.8600","494657.7400","41969.1200","133522.0000","91608.9800","41913.0200","12573.9100","10478.2600","2095.6500",
"M C Tap, Inc.","140702770","Monroe Center","4","136173.7600","127731.3700","8442.3900","40765.0000","32322.5400","8442.4600","2532.7500","2110.6300","422.1200",
"M&M Restaurant of Alsip, Inc.","130702602","Alsip","5","405845.9400","370320.9500","35524.9900","100776.0000","65251.0100","35524.9900","10657.5800","8881.3200","1776.2600",
"M. G. CONCESSIONS, INC.","130704649","Villa Park","5","51980.5300","47454.5100","4526.0200","18216.0000","13689.9800","4526.0200","1357.8900","1131.5800","226.3100",
"M.D. Lauer, Inc.","120707430","Calumet City","5","222684.0100","205087.4600","17596.5500","62213.0000","44616.4500","17596.5500","5279.0100","4399.1700","879.8400",
"M.D.J., INC.","150703730","Joliet","3","70909.9100","63403.0600","7506.8500","30151.0000","22644.1000","7506.9000","2252.1100","1876.7600","375.3500",
"M.K.P. CORPORATION","140704034","Villa Park","4","75983.8200","67074.1200","8909.7000","23622.0000","14712.3000","8909.7000","2672.9700","2227.4800","445.4900",
"M.L.C. Enterprises LLC","160701728","O'Fallon","5","140414.0100","131991.3000","8422.7100","49066.0000","40643.1200","8422.8800","2526.9000","2105.7500","421.1500",
"M.P. of Illinois, Inc.","120702308","Loves Park","5","329235.4600","304188.4200","25047.0400","104526.0000","79478.9600","25047.0400","7514.1400","6261.7800","1252.3600",
"M.R. Tuthill Incorporated","120704051","East Galesburg","3","58105.3800","54502.6200","3602.7600","15875.0000","12272.2900","3602.7100","1080.8800","900.7300","180.1500",
"M.R.T.P., Inc.","120711170","South Chicago Heights","4","144833.9300","136225.6300","8608.3000","39447.0000","30838.6000","8608.4000","2582.5500","2152.1300","430.4200",
"MA-BO, Inc.","120705429","Kankakee","5","89999.6300","82286.1100","7713.5200","33038.0000","25324.4800","7713.5200","2314.1700","1928.4800","385.6900",
"Mac Dales, LTD.","131003783","Nashville","3","109820.4800","99010.5500","10809.9300","36110.0000","25300.0700","10809.9300","3242.9900","2702.4900","540.5000",
"MAC ENTERPRISES UPTOWNER/CELLAR, INC.","120706379","Charleston","3","56718.6400","52034.1300","4684.5100","18755.0000","14070.4900","4684.5100","1405.4000","1171.1700","234.2300",
"Mac's Convenience Stores LLC","141003777","Rochelle","5","654108.5000","599507.2900","54601.2100","166265.0000","111653.7900","54611.2100","16383.4300","13652.8600","2730.5700",
"Mac's Convenience Stores LLC","150700684","Fairbury","4","274636.0700","251672.3600","22963.7100","72686.0000","49722.2900","22963.7100","6889.1500","5740.9600","1148.1900",
"Mac's Convenience Stores LLC","141003757","Divernon","5","618664.6300","566108.4400","52556.1900","160855.0000","108300.8300","52554.1700","15766.2600","13138.5500","2627.7100",
"Mac's Convenience Stores LLC","141003788","Champaign","3","428219.4500","396556.4200","31663.0300","128737.0000","97078.8900","31658.1100","9497.4400","7914.5400","1582.9000",
"Mac's Convenience Stores LLC","161000288","Macomb","5","49313.5200","46435.7100","2877.8100","15323.0000","12445.1900","2877.8100","863.3800","719.4800","143.9000",
"Mac's Convenience Stores LLC","151000691","Champaign","5","757977.1200","693496.3000","64480.8200","246424.0000","181921.6200","64502.3800","19350.7700","16125.6500","3225.1200",
"Mac's Convenience Stores LLC","160700791","Bridgeview","5","22484.5800","20240.9000","2243.6800","8638.0000","6394.3200","2243.6800","673.1000","560.9200","112.1800",
"Mac's Convenience Stores LLC","161003107","Shiloh","5","15194.5800","13271.5700","1923.0100","4087.0000","2163.8600","1923.1400","576.9500","480.7900","96.1600",
"Mac's Convenience Stores LLC","141003785","Monticello","5","561115.8800","512528.2500","48587.6300","165058.0000","116470.5200","48587.4800","14576.2700","12146.8900","2429.3800",
"Mac's Convenience Stores LLC","141003721","Rantoul","5","972359.6200","900152.2900","72207.3300","324207.0000","252038.3700","72168.6300","21650.6200","18042.1800","3608.4400",
"Mac's Convenience Stores LLC","131004892","Dwight","5","175831.8000","162375.4700","13456.3300","47221.0000","33764.6700","13456.3300","4036.9400","3364.1200","672.8200",
"Mac's Convenience Stores LLC","151001573","Clifton","5","248421.1500","228688.6700","19732.4800","67944.0000","48211.2400","19732.7600","5919.8900","4933.2400","986.6500",
"Mac's Convenience Stores LLC","151001573","Iroquois County","0","-49211.1600","-44833.7900","-4377.3700","-14910.0000","-10532.5300","-4377.4700","-1313.2300","-1094.3600","-218.8700",
"Mac's Convenience Stores LLC","151000673","Champaign County","4","353669.6600","327774.8600","25894.8000","115754.0000","89859.2100","25894.7900","7768.4800","6473.7300","1294.7500",
"Mac's Convenience Stores LLC","150701430","Nashville","5","51813.1700","47821.2900","3991.8800","17191.0000","13198.9800","3992.0200","1197.6400","998.0300","199.6100",
"MACADOO, INC.","120700727","Crest Hill","5","37124.5000","34484.6300","2639.8700","11017.0000","8377.1300","2639.8700","791.9800","659.9800","132.0000",
"MACCHAPPYS, LLC","120704366","Grayville","5","201308.8700","183217.9700","18090.9000","54071.0000","35979.9400","18091.0600","5427.3900","4522.8200","904.5700",
"Machelle C. Senica","120708021","La Salle","5","83042.6400","74513.8800","8528.7600","28845.0000","20316.2400","8528.7600","2558.6600","2132.2200","426.4400",
"Macho's Tacos, Inc.","140703029","Justice","5","147401.7400","137855.6600","9546.0800","49923.0000","40376.9200","9546.0800","2863.8700","2386.5600","477.3100",
"Mack's Lake of Egypt Marina, LLC","120712024","Williamson County","3","6750.1700","5730.8600","1019.3100","3003.0000","1983.6900","1019.3100","305.7800","254.8200","50.9600",
"MACKEY, INC.","130702677","McHenry County","5","305219.4600","278727.9200","26491.5400","107924.0000","81432.0900","26491.9100","7947.6100","6623.0100","1324.6000",
"Macktown Lounge Inc.","120700585","Winnebago County","5","229245.4800","210158.3700","19087.1100","77709.0000","58621.8900","19087.1100","5726.2400","4771.8700","954.3700",
"Macomb Lodge #1009 Benevolent and Protective Order of Elks","120810347","Macomb","2","39874.4900","35775.1900","4099.3000","14673.0000","10573.7200","4099.2800","1229.7600","1024.8000","204.9600",
"Macomb Post 1921 Veterans of Foreign Wars of the United States","140900556","Macomb","4","69187.9800","60835.8100","8352.1700","15440.0000","7087.8300","8352.1700","2505.6800","2088.0700","417.6100",
"MACON COUNTY CHAPTER #17 DISABLED AMERICAN VETERANS","140700066","Macon County","5","272500.1600","255172.5300","17327.6300","106478.0000","89150.4000","17327.6000","5198.3200","4331.9400","866.3800",
"MACON PETROLEUM INC.","141002666","Macon","5","500682.0700","470500.5900","30181.4800","147716.0000","117576.1200","30139.8800","9042.0400","7535.0300","1507.0100",
"Mad Dog Cleaning, LLC","160703220","Tazewell County","5","190467.4900","175899.0500","14568.4400","52500.0000","37931.5600","14568.4400","4370.5600","3642.1300","728.4300",
"Mad Jacks Inc.","120711575","Kilbourne","5","115884.7400","102571.1100","13313.6300","39383.0000","26067.8700","13315.1300","3994.6000","3328.8400","665.7600",
"MAD, INCORPORATED","120705286","Stockton","5","153648.2400","142861.7800","10786.4600","39350.0000","28563.5400","10786.4600","3236.0000","2696.6700","539.3300",
"Maddie's Place, Inc.","130704566","Leland","5","170771.6300","159746.5400","11025.0900","43804.0000","32778.8100","11025.1900","3307.5900","2756.3200","551.2700",
"Madison County Firemens Association","130705126","Collinsville","5","183346.3400","166704.4900","16641.8500","58407.0000","41765.1600","16641.8400","4992.5700","4160.4800","832.0900",
"Madisons Companies LLC","160700071","Wood River","5","8322.3200","8152.1100","170.2100","2204.0000","2033.7900","170.2100","51.0600","42.5500","8.5100",
"Madisons Pub And Grill, Inc.","150702074","Willowbrook","5","302768.0200","284584.6400","18183.3800","88288.0000","70104.3600","18183.6400","5455.1200","4545.9300","909.1900",
"Maedge's Mini Mart, LLC","120700552","Alhambra","3","45473.7600","42546.7900","2926.9700","13788.0000","10860.9800","2927.0200","878.1500","731.7900","146.3600",
"MAG AMUSEMENTS CORPORATION","130702454","Hamilton","4","193811.2300","179346.9900","14464.2400","55486.0000","41021.7600","14464.2400","4339.3200","3616.1000","723.2200",
"Maggie's Idle Hour LLC","120712856","Mount Morris","5","215815.1100","197441.4100","18373.7000","70518.0000","52144.3000","18373.7000","5512.1200","4593.4400","918.6800",
"Magoo's Bar LLC","140703006","Bedford Park","5","394188.7700","364049.4100","30139.3600","131558.0000","101418.6400","30139.3600","9041.9100","7534.9200","1506.9900",
"MAHAN'S WILD SIDE LLC","120711237","Morgan County","4","111284.8800","104449.3700","6835.5100","41666.0000","34830.4900","6835.5100","2050.6500","1708.8700","341.7800",
"Mahoney's Pub, Inc.","120711227","Villa Park","4","347569.1400","326189.5300","21379.6100","95583.0000","74203.3900","21379.6100","6413.9200","5344.9400","1068.9800",
"MAI QUESI INC.","150701138","Aurora","3","18422.3800","17168.2700","1254.1100","6385.0000","5130.8900","1254.1100","376.2900","313.5800","62.7100",
"MAIN OAK CAFE, L.L.C.","150702371","Decatur","4","93094.6500","85043.2200","8051.4300","31265.0000","23213.4400","8051.5600","2415.4700","2012.8900","402.5800",
"MAIN ST DINER INC.","160700409","Park Forest","5","15982.4900","12727.3100","3255.1800","4665.0000","1409.3200","3255.6800","976.7100","813.9300","162.7800",
"Main Street Exchange Pizza Bar & Grill Inc.","130703867","Crete","5","228398.0300","208821.2500","19576.7800","76758.0000","57181.2200","19576.7800","5873.1000","4894.2500","978.8500",
"MAIN STREET ORGANICS, LLC","160700194","Ottawa","5","245641.0100","230386.6000","15254.4100","69225.0000","53970.5900","15254.4100","4576.3800","3813.6500","762.7300",
"Main Street Station, Inc.","120706555","Mendota","3","53015.9100","46830.0900","6185.8200","14272.0000","8086.1800","6185.8200","1855.7500","1546.4600","309.2900",
"Main Street Video Gaming, Inc.","160701077","Decatur","5","570202.0600","532190.3700","38011.6900","163918.0000","125906.3100","38011.6900","11403.5400","9502.9500","1900.5900",
"MAINSTREET BAR & GRILL, INC.","120709304","Beckemeyer","5","190393.5300","177620.8200","12772.7100","63367.0000","50594.2900","12772.7100","3831.8400","3193.2000","638.6400",
"Mainstreet Gaming Inc.","160700971","Athens","5","161695.1300","148277.0400","13418.0900","46574.0000","33156.0000","13418.0000","4025.4800","3354.5700","670.9100",
"Majesty Investments, LLC","160701258","Crystal Lake","3","120390.6600","114016.7800","6373.8800","38954.0000","32580.1200","6373.8800","1912.1800","1593.4800","318.7000",
"MAJOR LEAGUES L.L.C.","120710719","Taylorville","4","22465.2200","20741.0400","1724.1800","6889.0000","5164.8200","1724.1800","517.2800","431.0700","86.2100",
"MAJOR'S PUB & GRILL, INC.","150703797","Norridge","4","122119.1400","117393.3500","4725.7900","33338.0000","28612.2100","4725.7900","1417.7300","1181.4400","236.2900",
"MALA LLC","130705805","Decatur","5","638761.2700","590201.3000","48559.9700","242641.0000","194081.0300","48559.9700","14567.9900","12140.0000","2427.9900",
"MALA LLC","160702804","Urbana","5","194796.0100","179502.8100","15293.2000","68483.0000","53189.8000","15293.2000","4587.9600","3823.3000","764.6600",
"MALA LLC","150702070","Decatur","5","500982.9900","464326.8000","36656.1900","161836.0000","125179.8100","36656.1900","10996.9000","9164.0800","1832.8200",
"Malnar's Tap & Restaurant, Inc.","120704328","Joliet","5","147706.1000","134234.6100","13471.4900","40615.0000","27143.5100","13471.4900","4041.4900","3367.9100","673.5800",
"MAM L.L.C.","150700499","Richton Park","3","43390.3400","38133.8300","5256.5100","15021.0000","9764.4900","5256.5100","1577.0100","1314.1800","262.8300",
"Mama and Me Pizzeria, Inc.","120711087","Homewood","5","105491.6300","95617.3800","9874.2500","30203.0000","20328.7500","9874.2500","2962.3200","2468.6000","493.7200",
"Mama Kazzs, Inc.","120701421","Berwyn","5","76628.6500","68258.6500","8370.0000","27394.0000","19024.0000","8370.0000","2511.0100","2092.5100","418.5000",
"Mama Lee's Sandbar, Inc","120707734","Sangamon County","5","158561.0000","146319.6100","12241.3900","55814.0000","43572.6300","12241.3700","3672.4400","3060.3700","612.0700",
"Mama Luigi's Inc.","120701282","Bridgeview","5","165867.1200","153677.4600","12189.6600","54313.0000","42123.3400","12189.6600","3656.9500","3047.4600","609.4900",
"Mamas 4 Star Family Restaurant, Inc.","160701218","Peru","5","275898.4700","254937.9800","20960.4900","86116.0000","65155.5100","20960.4900","6288.2100","5240.1800","1048.0300",
"MandD Inc.","120700510","Highland","5","124028.3000","114833.1500","9195.1500","35795.0000","26599.8200","9195.1800","2758.5700","2298.8100","459.7600",
"Mandy Enterprises, Inc.","120701227","Mokena","5","291276.5100","268496.6800","22779.8300","88057.0000","65277.1700","22779.8300","6833.9600","5694.9700","1138.9900",
"Maness Enterprises, Inc.","160700954","Elmwood","3","51219.3100","46772.0700","4447.2400","16247.0000","11799.7600","4447.2400","1334.2300","1111.8600","222.3700",
"MANFRED'S BIERSTUBE, INC.","120708030","Wood Dale","5","411283.0500","375802.9800","35480.0700","116939.0000","81458.9300","35480.0700","10644.0300","8870.0300","1774.0000",
"MANGIA & BEVA, INC.","140703104","Wilmington (Will)","5","118670.4900","107913.9900","10756.5000","34684.0000","23927.5000","10756.5000","3227.0100","2689.1700","537.8400",
"Mangia Mangia, Inc.","140704054","Countryside","4","94877.9100","87180.9700","7696.9400","32511.0000","24814.0600","7696.9400","2309.1100","1924.2600","384.8500",
"MANGY DAWG, LLC","120711869","Hanover Park","5","416946.3800","386982.3200","29964.0600","145983.0000","116018.9400","29964.0600","8989.3400","7491.1100","1498.2300",
"Manito Tap, Inc.","120711025","Manito","5","99813.7300","91687.1000","8126.6300","32064.0000","23937.3700","8126.6300","2438.0700","2031.7300","406.3400",
"MANN'S BRIDGE-PORT INN, INC.","130704555","Lake County","5","150730.3000","137269.3300","13460.9700","47965.0000","34504.0300","13460.9700","4038.2900","3365.2400","673.0500",
"MANNY'S CANTINA, INC.","130706154","Sterling","4","81338.7600","74255.2000","7083.5600","28641.0000","21557.4400","7083.5600","2125.1000","1770.9100","354.1900",
"Manny's Four, Inc.","120710778","Freeport","3","111689.1000","103113.9400","8575.1600","29504.0000","20928.8400","8575.1600","2572.5900","2143.8300","428.7600",
